Id,SourceTagName,TargetTagName,CreationDate,OwnerUserId,AutoRenameCount,LastAutoRename,Score,ApprovedByUserId,ApprovalDate
"4062","input-validation","validation","2013-05-13 19:15:01","427225","693","2017-03-11 08:26:41","1","102937","2013-05-27 18:47:44"
"4064","charting-controls","charts","2013-05-13 19:16:09","427225","27","2016-08-02 19:43:50","0","102937","2013-05-27 18:47:04"
"4067","cs5","flash-cs5","2013-05-14 12:12:05","1627055","59","2017-02-02 19:44:48","0","102937","2013-05-27 18:46:05"
"4068","adobe-flash-cs5","flash-cs5","2013-05-14 12:12:13","1627055","5","2013-08-27 09:49:58","0","102937","2013-05-27 18:45:59"
"4074","pendingintent","android-pendingintent","2013-05-15 14:56:41","102937","99","2017-05-28 10:37:20","0","102937","2013-05-15 14:56:46"
"4076","android-maps-v2","google-maps-android-api-2","2013-05-16 14:15:32","2183804","0","","2","",""
"4077","marker","google-maps-markers","2013-05-16 14:20:30","2183804","0","","0","",""
"4078","markers","google-maps-markers","2013-05-16 14:20:33","2183804","0","","0","",""
"4082","jquery-datepicker","jquery-ui-datepicker","2013-05-21 14:54:27","102937","178","2014-08-04 11:22:49","0","102937","2013-05-21 14:54:27"
"4083","tfs-api","tfs-sdk","2013-05-21 16:44:05","102937","99","2017-06-11 06:11:44","0","102937","2013-05-21 16:44:11"
"4084","matlab-standalone","matlab-compiler","2013-05-22 21:46:42","97160","10","2014-12-04 07:10:07","0","102937","2013-05-27 15:07:26"
"4089","ie8-developer-tools","ie-developer-tools","2013-05-26 14:19:46","106224","1","2014-05-24 11:04:22","0","106224","2013-05-26 14:19:46"
"4090","ie9-developer-tools","ie-developer-tools","2013-05-26 14:20:02","106224","0","","0","106224","2013-05-26 14:20:02"
"4091","reporting-services-2012","ssrs-2012","2013-05-29 07:59:43","497040","0","","1","",""
"4092","airplay","marmalade","2013-05-30 08:23:29","1079901","0","","0","",""
"4094","vc","visual-c++","2013-05-30 15:57:13","388520","62","2017-05-16 17:28:53","4","-1","2013-12-19 18:17:35"
"4095","aria","wai-aria","2013-06-01 05:27:01","530681","73","2017-06-08 21:31:57","0","106224","2013-06-21 17:41:22"
"4096","sounds","audio","2013-06-02 01:57:00","97160","81","2017-03-29 20:47:19","4","-1","2014-12-02 19:01:08"
"4097","neventstore","event-store","2013-06-04 01:09:37","11635","0","","0","",""
"4098","dataframes","dataframe","2013-06-04 09:36:12","1240268","135","2017-06-09 11:21:55","4","-1","2016-04-08 12:58:39"
"4099","ordereddict","ordereddictionary","2013-06-10 05:51:09","1219006","0","","0","",""
"4100","if-then","if-statement","2013-06-10 11:13:08","635608","34","2016-11-30 14:47:04","4","-1","2013-06-21 16:14:35"
"4102","virtualtreeview","tvirtualstringtree","2013-06-10 20:15:24","33732","0","","1","",""
"4103","slowness","performance","2013-06-10 23:50:06","102937","67","2016-08-25 14:08:05","0","102937","2013-06-10 23:50:10"
"4104","audiomanager","android-audiomanager","2013-06-11 07:10:10","491044","22","2017-05-15 13:15:34","0","246246","2015-02-06 17:45:46"
"4105","tchart","teechart","2013-06-11 12:51:18","214639","18","2017-04-11 22:19:52","4","-1","2013-06-13 14:30:48"
"4106","struts2-jquery-plugin","struts2-jquery","2013-06-12 08:53:57","1700321","0","","0","",""
"4112","composer","composer-php","2013-06-15 10:49:35","1149495","1798","2017-06-09 21:12:23","1","246246","2013-07-07 17:28:45"
"4113","autoloader","autoload","2013-06-15 21:50:27","1149495","0","","0","",""
"4114","rvm","rvmrc","2013-06-15 23:47:29","497756","0","","0","",""
"4115","movie","video","2013-06-17 07:41:14","1714410","0","","1","",""
"4116","movies","video","2013-06-17 07:41:17","1714410","0","","0","",""
"4117","mcc","matlab-compiler","2013-06-17 16:28:22","97160","0","","1","",""
"4118","adobe-dreamweaver","dreamweaver","2013-06-18 12:55:06","707111","2","2016-03-21 01:14:27","0","707111","2013-06-18 12:55:06"
"4119","points","point","2013-06-19 06:21:01","1714410","0","","0","",""
"4121","user-guide","guide","2013-06-19 16:29:30","1149495","0","","0","",""
"4122","regex-php","regex","2013-06-21 03:42:27","20938","6","2016-04-25 02:17:48","4","-1","2013-06-25 09:07:22"
"4123","perl-regex","regex","2013-06-21 16:19:51","159388","33","2016-12-08 08:54:20","4","-1","2013-07-14 23:26:50"
"4124","forking","fork","2013-06-22 14:40:52","635608","64","2017-05-19 10:32:40","4","-1","2015-09-08 20:27:18"
"4125","vkontakte","vk","2013-06-23 17:32:34","707111","19","2017-05-10 07:06:17","0","707111","2013-06-23 17:32:34"
"4128","inverse-matrix","matrix-inverse","2013-06-24 01:42:58","97160","0","","3","",""
"4129","multiselectlist","multi-select","2013-06-25 03:18:53","102937","30","2016-05-05 10:12:06","0","102937","2013-06-25 03:19:00"
"4130","sap-crystal-reports","crystal-reports","2013-06-25 12:52:51","134367","1","2016-04-17 14:14:07","4","-1","2014-06-11 10:27:59"
"4131","initialization-list","ctor-initializer","2013-06-25 16:38:44","96780","0","","-1","",""
"4132","vm","virtual-machine","2013-06-26 00:10:02","707111","657","2017-06-07 15:23:32","0","707111","2013-06-26 00:10:02"
"4134","multidimensional","multidimensional-array","2013-06-27 16:27:37","50079","563","2017-06-07 17:38:31","1","246246","2013-08-07 17:32:50"
"4138","ng-repeat","angularjs-ng-repeat","2013-07-02 19:16:24","2185093","158","2017-06-09 14:07:02","4","-1","2017-02-23 15:21:45"
"4141","jdk1.6","java-6","2013-07-04 09:21:29","40342","0","","0","",""
"4142","jdk1.5","java-5","2013-07-04 09:21:45","40342","0","","0","",""
"4146","android-market","google-play","2013-07-05 19:55:54","246246","105","2014-05-01 10:29:50","0","246246","2013-07-05 19:56:05"
"4147","absolute-positioning","css-position","2013-07-05 20:24:33","246246","6","2016-11-28 11:52:41","0","246246","2013-07-05 20:24:33"
"4148","relative-positioning","css-position","2013-07-05 20:26:06","246246","2","2016-05-15 09:16:48","0","246246","2013-07-05 20:26:06"
"4149","position-fixed","css-position","2013-07-05 20:26:46","246246","33","2017-01-11 10:35:04","0","246246","2013-07-05 20:26:46"
"4150","adobe-flex-4","flex4","2013-07-06 08:21:23","246246","0","","0","246246","2013-07-06 08:21:31"
"4151","html-option","html-select","2013-07-08 22:39:25","246246","11","2017-06-03 19:48:42","0","246246","2013-07-08 22:39:25"
"4152","gwtp","gwt-platform","2013-07-11 08:59:09","116472","0","","0","",""
"4153","ics","icalendar","2013-07-11 17:41:03","246246","210","2017-05-26 04:36:25","0","246246","2013-07-11 17:41:03"
"4154","cupcake","android-1.5-cupcake","2013-07-11 18:48:51","246246","0","","0","246246","2013-07-11 18:48:51"
"4155","android-donut","android-1.6-donut","2013-07-11 18:50:19","246246","0","","0","246246","2013-07-11 18:50:19"
"4156","ice-cream-sandwich","android-4.0","2013-07-11 18:54:15","246246","1","2014-03-08 15:02:44","0","246246","2013-07-11 18:54:15"
"4157","jelly-bean","android-4.2-jelly-bean","2013-07-11 18:56:19","246246","7","2016-01-13 21:38:20","0","246246","2013-07-11 18:56:19"
"4158","froyo","android-2.2-froyo","2013-07-11 18:58:36","246246","10","2017-03-14 19:06:28","0","246246","2013-07-11 18:58:36"
"4159","android-froyo","android-2.2-froyo","2013-07-11 18:58:53","246246","1","2014-08-04 09:37:35","0","246246","2013-07-11 18:58:53"
"4160","android-cupcake","android-1.5-cupcake","2013-07-11 18:59:14","246246","0","","0","246246","2013-07-11 18:59:14"
"4161","android-jelly-bean","android-4.2-jelly-bean","2013-07-11 18:59:30","246246","2","2013-10-30 19:39:48","0","246246","2013-07-11 18:59:30"
"4162","android-ics","android-4.0","2013-07-11 18:59:50","246246","0","","0","246246","2013-07-11 18:59:50"
"4163","gingerbread","android-2.3-gingerbread","2013-07-11 19:03:15","246246","57","2017-03-13 23:02:10","0","246246","2013-07-11 19:03:15"
"4164","android-gingerbread","android-2.3-gingerbread","2013-07-11 19:03:30","246246","2","2014-05-15 13:35:24","0","246246","2013-07-11 19:03:30"
"4165","honeycomb","android-3.0-honeycomb","2013-07-11 19:05:34","246246","14","2017-02-20 19:40:48","0","246246","2013-07-11 19:05:34"
"4166","android-eclair","android-2.0-eclair","2013-07-11 19:06:43","246246","0","","0","246246","2013-07-11 19:06:43"
"4167","netmf",".net-micro-framework","2013-07-11 21:32:47","246246","19","2015-07-08 20:34:50","0","246246","2013-07-11 21:32:47"
"4168","ifelse","if-statement","2013-07-13 08:29:12","768110","492","2017-06-06 15:59:55","4","-1","2013-07-20 11:19:42"
"4170","uipangesturerecognizer","uigesturerecognizer","2013-07-14 03:29:08","563381","0","","0","",""
"4171","uipinchgesturerecognizer","uigesturerecognizer","2013-07-14 03:29:18","563381","0","","0","",""
"4172","uitapgesturerecognizer","uigesturerecognizer","2013-07-14 03:29:24","563381","0","","0","",""
"4173","navbar","uinavigationbar","2013-07-14 03:32:47","563381","0","","-1","",""
"4174","navigationbar","uinavigationbar","2013-07-14 03:32:59","563381","0","","-1","",""
"4179","asmjs","asm.js","2013-07-14 23:28:16","246246","3","2014-11-16 07:12:03","0","246246","2013-07-14 23:28:16"
"4180","elseif","if-statement","2013-07-15 17:23:33","768110","262","2017-06-06 12:23:16","4","-1","2013-07-21 13:25:50"
"4181","tfpt","tfs-power-tools","2013-07-15 18:58:00","246246","4","2017-02-16 15:55:34","0","246246","2013-07-15 18:58:00"
"4182","mobile-web","mobile-website","2013-07-15 19:04:09","246246","15","2017-03-07 17:07:06","0","246246","2013-07-15 19:04:09"
"4183","fields","field","2013-07-15 19:06:26","246246","721","2017-06-07 12:02:08","0","246246","2013-07-15 19:06:26"
"4184","css-positioning","css-position","2013-07-15 21:35:19","246246","13","2017-03-13 13:58:25","0","246246","2013-07-15 21:35:19"
"4185","outofmemoryexception","out-of-memory","2013-07-15 22:39:02","246246","50","2017-05-10 22:20:46","0","246246","2013-07-15 22:39:02"
"4186","outofmemoryerror","out-of-memory","2013-07-15 22:40:47","246246","231","2017-04-18 02:31:12","0","246246","2013-07-15 22:40:47"
"4190","ifdef","conditional-compilation","2013-07-18 10:47:52","505088","20","2017-03-14 16:20:47","0","707111","2013-07-18 14:36:49"
"4191","goinstant-platform","goinstant","2013-07-18 18:26:19","821545","0","","0","",""
"4192","nodejs","node.js","2013-07-18 19:35:48","106224","11867","2017-06-11 05:14:03","0","106224","2013-07-18 19:35:48"
"4195","data-attribute","custom-data-attribute","2013-07-20 12:27:01","106224","40","2017-06-06 18:27:40","0","106224","2013-07-20 12:27:01"
"4196","data-attributes","custom-data-attribute","2013-07-20 12:27:08","106224","17","2016-12-21 14:18:14","0","106224","2013-07-20 12:27:08"
"4197","lazy-load","lazy-loading","2013-07-20 14:29:00","707111","14","2017-05-27 20:25:14","0","707111","2013-07-20 14:29:00"
"4199","tuple-unpacking","iterable-unpacking","2013-07-20 16:38:38","246246","42","2016-02-25 20:16:13","0","246246","2013-07-20 16:38:38"
"4200","imageio","javax.imageio","2013-07-21 05:41:13","105971","160","2017-06-06 22:14:39","0","105971","2013-07-21 05:41:34"
"4201","google-sketchup","sketchup","2013-07-21 19:13:32","246246","1","2013-07-26 06:01:36","0","246246","2013-07-21 19:13:32"
"4202","trimble-sketchup","sketchup","2013-07-21 19:13:59","246246","0","","0","246246","2013-07-21 19:13:59"
"4203","system-programming","systems-programming","2013-07-24 05:35:50","811","13","2017-02-17 07:12:13","0","811","2013-07-24 05:35:50"
"4206","ie11","internet-explorer-11","2013-07-26 13:19:52","106224","681","2017-06-10 02:30:15","0","106224","2013-07-26 13:19:52"
"4207","php-cli","php","2013-07-27 11:50:31","763371","108","2017-05-31 15:22:20","4","-1","2013-08-01 09:33:59"
"4208","fql","facebook-fql","2013-07-27 22:39:12","246246","323","2017-03-30 12:38:29","0","246246","2013-07-27 22:39:12"
"4209","string-compare","string-comparison","2013-07-29 19:44:57","246246","1","2013-12-20 08:26:59","0","246246","2013-07-29 19:44:57"
"4211","xammp","xampp","2013-08-01 13:18:31","1288","97","2017-06-01 10:53:04","0","1288","2013-08-01 13:18:31"
"4212","teleric-mvc","telerik-mvc","2013-08-01 17:03:48","1288","0","","0","1288","2013-08-01 17:03:48"
"4213","wp8","windows-phone-8","2013-08-02 07:01:58","50468","825","2017-03-18 12:18:05","0","106224","2013-08-05 18:11:18"
"4214","composite-key","composite-primary-key","2013-08-02 08:31:16","191708","0","","1","",""
"4216","data-modelling","data-modeling","2013-08-03 00:34:17","246246","8","2017-05-27 10:17:43","0","246246","2013-08-03 00:34:17"
"4217","exchange-2010","exchange-server-2010","2013-08-03 01:54:24","246246","9","2017-03-07 16:47:17","0","246246","2013-08-03 01:54:24"
"4218","exchange-2003","exchange-server-2003","2013-08-03 01:55:15","246246","0","","0","246246","2013-08-03 01:55:15"
"4219","exchange","exchange-server","2013-08-03 01:57:56","246246","910","2017-06-10 06:29:19","0","246246","2013-08-03 01:57:56"
"4220","exchange-2007","exchange-server-2007","2013-08-03 01:58:40","246246","0","","0","246246","2013-08-03 01:58:40"
"4221","qb","quickblox","2013-08-04 12:45:29","574475","0","","1","",""
"4223","google-charts","google-visualization","2013-08-06 00:23:43","246246","227","2017-06-09 10:25:04","0","246246","2013-08-06 00:23:43"
"4224","google-charts-api","google-visualization","2013-08-06 00:24:10","246246","1628","2017-05-08 10:16:59","0","246246","2013-08-06 00:24:10"
"4225","google-geochart","google-visualization","2013-08-06 00:24:57","246246","54","2015-09-29 08:08:41","0","246246","2013-08-06 00:24:57"
"4226","postcode","postal-code","2013-08-06 01:31:48","707111","49","2017-05-19 22:33:57","0","707111","2013-08-06 01:31:48"
"4228","webstart","java-web-start","2013-08-07 02:42:38","246246","86","2017-05-11 09:32:22","0","246246","2013-08-07 02:42:38"
"4229","bash-variables","bash","2013-08-07 15:56:36","1983854","7","2016-04-03 07:05:53","4","-1","2013-11-20 15:02:24"
"4230","bourne-shell","sh","2013-08-08 15:12:03","68587","10","2017-06-01 04:13:53","0","811","2013-11-02 20:46:45"
"4231","picture","image","2013-08-08 18:46:50","246246","850","2017-06-09 11:20:23","0","246246","2013-08-08 18:46:50"
"4232","pictures","image","2013-08-08 18:47:02","246246","246","2017-05-28 16:15:02","0","246246","2013-08-08 18:47:02"
"4234","elements","element","2013-08-09 23:50:39","1014938","0","","0","",""
"4235","implementations","implementation","2013-08-09 23:55:14","1014938","0","","0","",""
"4238","ios-sdk","ios","2013-08-12 18:04:42","19679","227","2017-04-03 04:39:38","0","19679","2013-08-12 18:04:56"
"4239","iphone-sdk-6.0","ios6","2013-08-12 18:06:10","19679","9","2014-11-12 04:38:40","0","19679","2013-08-12 18:06:20"
"4240","iphone-sdk-5.0","ios5","2013-08-12 18:06:48","19679","35","2015-11-10 04:46:57","0","19679","2013-08-12 18:06:57"
"4241","iphone-sdk-4","ios4","2013-08-12 18:08:41","19679","0","","0","19679","2013-08-12 18:08:56"
"4242","iphone-sdk-4.0","ios4","2013-08-12 18:08:44","19679","54","2013-09-25 11:31:29","0","19679","2013-08-12 18:08:54"
"4243","sparse","sparse-matrix","2013-08-13 04:40:46","832621","152","2017-05-19 10:32:49","4","-1","2015-09-07 11:11:30"
"4244","sparse-array","sparse-matrix","2013-08-13 04:42:21","832621","78","2017-05-29 16:57:55","4","-1","2015-09-07 11:11:31"
"4245","sparse-columns","sparse-matrix","2013-08-13 04:43:02","832621","6","2017-04-29 11:03:45","4","-1","2016-10-27 01:08:35"
"4246","named-entity-extraction","named-entity-recognition","2013-08-13 23:34:18","235019","0","","1","",""
"4250","tabbarcontroller","uitabbarcontroller","2013-08-14 15:18:22","1262634","0","","2","",""
"4252","customer-account-data","customer-account-data-api","2013-08-14 15:54:04","102937","8","2014-09-18 19:45:25","0","102937","2013-08-14 15:54:10"
"4253","program-flow","control-flow","2013-08-14 17:20:29","1014938","0","","2","",""
"4254","sailsjs","sails.js","2013-08-15 01:05:18","246246","262","2017-05-16 06:44:10","0","246246","2013-08-15 01:05:18"
"4255","mvcscaffolding","asp.net-mvc-scaffolding","2013-08-15 05:37:00","246246","2","2014-07-14 11:28:03","0","246246","2013-08-15 05:37:00"
"4256","playbook","blackberry-playbook","2013-08-15 08:04:48","119114","0","","0","",""
"4257","interrupts","interrupt","2013-08-16 05:15:58","246246","96","2017-06-09 19:47:38","0","246246","2013-08-16 05:15:58"
"4258","blackberry-world","appworld","2013-08-16 05:18:29","119114","0","","0","",""
"4259","caliburn","caliburn.micro","2013-08-16 08:22:08","439667","0","","0","",""
"4261","pseudo-terminals","pty","2013-08-17 17:10:47","707111","0","","0","707111","2013-08-17 17:10:47"
"4263","iam","amazon-iam","2013-08-20 21:22:34","45773","45","2017-06-10 17:34:46","2","1252759","2015-09-16 19:31:25"
"4264","embedded-v8","v8","2013-08-20 21:44:18","995876","0","","0","",""
"4265","data-uri-scheme","data-uri","2013-08-21 02:05:02","1014938","0","","3","",""
"4266","knapsack","knapsack-problem","2013-08-22 11:29:46","208809","115","2017-05-29 06:28:28","0","208809","2013-08-22 11:29:46"
"4267","urls.py","django-urls","2013-08-22 20:42:01","1628832","12","2017-04-21 16:03:45","1","246246","2015-02-06 17:30:14"
"4270","jdk","java","2013-08-28 07:16:25","1026805","1543","2017-06-10 14:02:45","4","-1","2013-09-07 17:18:35"
"4271","jre","java","2013-08-28 07:16:50","1026805","887","2017-06-02 12:48:58","4","-1","2013-09-07 17:18:36"
"4272","sets","set","2013-08-29 13:17:10","100297","265","2017-06-07 06:38:09","0","246246","2013-08-29 23:04:02"
"4273","google-closure-library","google-closure","2013-08-29 16:37:06","1211524","0","","2","",""
"4274","stateless-session-beans","stateless-session-bean","2013-08-29 23:03:41","246246","0","","0","246246","2013-08-29 23:03:41"
"4276","android-images","android-image","2013-09-01 19:56:12","246246","2","2017-01-15 12:17:01","0","246246","2013-09-01 19:56:12"
"4277","patterns","design-patterns","2013-09-02 03:30:24","102937","774","2017-05-29 19:27:27","0","102937","2013-09-02 03:30:29"
"4278","string-similarity","similarity","2013-09-03 16:10:02","707111","4","2017-04-14 11:40:49","0","707111","2013-09-03 16:10:02"
"4279","similarity-analyzer","similarity","2013-09-03 16:10:32","707111","1","2014-09-12 16:39:24","0","707111","2013-09-03 16:10:32"
"4280","spring-tool-suite","sts-springsourcetoolsuite","2013-09-04 04:26:12","172363","0","","0","",""
"4283","perlre","regex","2013-09-05 09:25:08","1691146","3","2014-11-20 02:31:15","4","-1","2013-09-19 13:04:14"
"4284","xmlns","xml-namespaces","2013-09-05 12:31:04","157882","0","","1","",""
"4285","painting","paint","2013-09-07 23:12:03","707111","40","2017-02-21 10:20:23","0","707111","2013-09-07 23:12:03"
"4287","ie7-bug","internet-explorer-7","2013-09-10 08:47:06","352765","41","2014-03-21 18:20:40","0","106224","2013-09-10 09:58:06"
"4288","ie6-bug","internet-explorer-6","2013-09-10 09:58:26","106224","30","2014-01-15 15:49:52","0","106224","2013-09-10 09:58:26"
"4289","safari-bug","safari","2013-09-10 09:58:38","106224","48","2017-02-28 16:50:11","0","106224","2013-09-10 09:58:38"
"4290","samples","sample","2013-09-10 16:01:43","246246","54","2017-05-16 13:28:05","0","246246","2013-09-10 16:01:43"
"4291","fugitive.vim","vim-fugitive","2013-09-10 17:09:53","707111","0","","0","707111","2013-09-10 17:09:53"
"4292","fgrep","grep","2013-09-11 16:05:43","1066031","12","2017-01-17 20:18:33","4","-1","2014-01-25 12:46:50"
"4293","osm","openstreetmap","2013-09-11 17:09:30","246246","254","2017-06-06 09:57:44","0","246246","2013-09-11 17:09:30"
"4295","ajaxtoolkit","ajaxcontroltoolkit","2013-09-11 17:18:41","102937","43","2017-03-23 09:01:53","0","102937","2013-09-11 17:18:45"
"4296","embedded-matlab","matlab-coder","2013-09-11 17:43:15","102937","1","2014-02-26 16:15:54","0","102937","2013-09-11 17:43:19"
"4297","matlab-ide","matlab","2013-09-11 17:47:53","102937","4","2014-07-04 18:22:08","0","102937","2013-09-11 17:48:11"
"4298","matlab-path","matlab","2013-09-11 17:47:58","102937","5","2014-11-19 21:57:11","0","102937","2013-09-11 17:48:09"
"4302","parameterized-queries","parameterized-query","2013-09-12 15:23:55","246246","1","2017-03-10 21:01:15","0","246246","2013-09-12 15:23:55"
"4304","php-errors","php","2013-09-13 11:48:39","1472389","65","2017-05-17 19:19:31","4","-1","2013-09-17 18:33:59"
"4306","jdk8","java-8","2013-09-16 18:26:52","829571","204","2017-06-09 04:31:36","0","246246","2013-09-16 18:30:51"
"4308","filelock","file-locking","2013-09-17 21:07:26","59303","0","","2","",""
"4309","sentestingkit","ocunit","2013-09-18 00:26:47","714","0","","0","",""
"4310","complexity","complexity-theory","2013-09-18 03:50:37","102937","549","2017-06-10 21:59:20","0","102937","2013-09-18 03:50:42"
"4311","magento-widgets","magento","2013-09-19 00:28:56","634843","1","2015-06-16 08:11:24","4","-1","2014-10-14 19:31:28"
"4312","magento-module","magento","2013-09-19 00:29:19","634843","36","2017-05-08 16:48:24","4","-1","2014-05-05 11:44:49"
"4320","omniture","adobe-analytics","2013-09-19 22:49:20","707111","53","2017-05-12 00:08:00","0","707111","2013-09-19 22:49:20"
"4321","site-catalyst","adobe-analytics","2013-09-19 22:49:48","707111","0","","0","707111","2013-09-19 22:49:48"
"4322","mvc4","asp.net-mvc-4","2013-09-20 12:38:10","1668533","1469","2017-06-09 23:29:36","0","246246","2013-09-21 04:12:31"
"4323","cef","chromium-embedded","2013-09-21 01:23:56","707111","106","2017-06-05 15:50:05","0","707111","2013-09-21 01:25:16"
"4324","parenthesis","parentheses","2013-09-21 02:51:48","2138016","77","2017-05-18 12:39:29","0","246246","2013-09-21 04:10:55"
"4325","uimapview","mkmapview","2013-09-22 19:23:10","19679","22","2015-06-08 16:49:22","0","19679","2013-09-22 19:24:05"
"4327","mysql-table","mysql","2013-09-23 20:35:45","246246","29","2016-04-08 15:43:39","0","246246","2013-09-23 20:35:45"
"4328","rules-engines","rule-engine","2013-09-24 02:53:13","246246","0","","0","246246","2013-09-24 02:53:13"
"4329","rules-engine","rule-engine","2013-09-24 02:53:27","246246","2","2014-05-01 01:34:00","0","246246","2013-09-24 02:53:27"
"4330","barplot","bar-chart","2013-09-24 13:37:25","707111","273","2017-06-10 17:43:45","0","707111","2013-09-24 13:37:25"
"4331","google-play-game-services","google-play-games","2013-09-24 17:44:07","3","10","2016-12-05 14:26:30","0","3","2013-09-24 17:44:07"
"4332","libxml","libxml2","2013-09-25 16:47:18","246246","151","2017-05-24 10:28:33","0","246246","2013-09-25 16:47:18"
"4333","servicestack-text","servicestack","2013-09-25 21:59:43","205859","0","","0","",""
"4334","mpg","mpeg","2013-09-26 01:30:35","707111","14","2016-08-19 07:23:54","0","707111","2013-09-26 01:30:35"
"4335","jde","blackberry-jde","2013-09-26 04:03:27","119114","0","","0","",""
"4338","reintegrate","svn-reintegrate","2013-09-27 17:02:11","102937","5","2017-02-09 20:40:38","0","102937","2013-09-27 17:02:24"
"4339","play-mvc","playframework","2013-09-28 15:02:38","106224","0","","0","106224","2013-09-28 15:02:38"
"4340","web-api","asp.net-web-api","2013-09-28 23:14:07","61164","1750","2017-06-11 05:02:47","4","-1","2015-12-13 21:34:37"
"4342","multiple-backgrounds","background-image","2013-10-01 16:01:38","246246","2","2016-12-10 17:53:35","0","246246","2013-10-01 16:01:38"
"4346","sdf","sql-server-ce","2013-10-02 19:19:09","13302","0","","0","",""
"4347","greyscale","grayscale","2013-10-02 23:04:58","246246","35","2017-04-20 21:01:55","0","246246","2013-10-02 23:04:58"
"4348","multipeer-conectivity-ios","multipeer-connectivity","2013-10-03 15:22:09","274402","2","2016-11-02 07:37:26","0","274402","2013-10-03 15:22:09"
"4349","beanstalk","elastic-beanstalk","2013-10-03 16:16:12","1464763","0","","3","",""
"4350","chromecast","google-cast","2013-10-03 21:01:54","738710","0","","0","",""
"4351","enumerations","enums","2013-10-06 07:17:19","240646","12","2017-04-04 14:57:18","4","-1","2014-10-30 17:14:19"
"4353","datetime-operation","datetime","2013-10-06 07:47:06","240646","1","2014-09-25 05:55:03","4","-1","2014-04-26 09:12:34"
"4354","datetime-functions","datetime","2013-10-06 07:47:12","240646","10","2017-05-15 18:42:41","4","-1","2013-11-14 16:52:41"
"4355","fmx","firemonkey","2013-10-07 01:57:38","650492","69","2017-05-17 10:06:50","4","-1","2015-04-23 05:37:09"
"4356","google-chartwrapper","google-visualization","2013-10-07 07:17:13","1933347","0","","2","",""
"4357","web-optimization","asp.net-optimization","2013-10-08 19:07:40","1459890","0","","0","",""
"4358","conformance","standards-compliance","2013-10-08 23:06:35","707111","6","2017-05-02 14:37:37","0","707111","2013-10-08 23:06:35"
"4361","xhtml5","html5","2013-10-10 15:50:42","1113772","15","2016-04-11 23:03:47","4","-1","2013-12-07 14:07:05"
"4363","gpg","gnupg","2013-10-10 23:10:45","695343","159","2017-04-21 23:36:17","0","106224","2014-09-12 09:07:54"
"4366","xquery-update","xquery","2013-10-10 23:48:16","695343","0","","0","",""
"4367","nil","null","2013-10-12 19:38:58","268273","224","2017-06-05 12:33:35","4","-1","2015-05-01 09:19:47"
"4368","splitting","split","2013-10-14 11:00:45","1983854","209","2017-05-26 04:39:52","4","-1","2014-01-11 00:14:17"
"4370","android-stylesheets","android-styles","2013-10-15 20:20:38","1288","0","","0","1288","2013-10-15 20:20:38"
"4371","pnacl","google-nativeclient","2013-10-15 21:45:54","3","17","2017-04-21 06:11:09","0","3","2013-10-15 21:45:54"
"4372","streetview","google-street-view","2013-10-16 12:00:34","1288","53","2017-05-27 08:25:40","0","1288","2013-10-16 12:00:34"
"4373","street-view","google-street-view","2013-10-16 12:01:26","1288","5","2016-10-11 18:00:17","0","1288","2013-10-16 12:01:26"
"4374","css-centering","css","2013-10-17 18:05:23","2170192","5","2014-01-10 15:47:01","2","246246","2013-10-20 15:53:06"
"4375","assembly-reference","assembly-references","2013-10-17 22:16:22","246246","6","2016-11-19 03:33:37","0","246246","2013-10-17 22:16:22"
"4377","overwriting","overwrite","2013-10-20 07:55:00","102937","67","2017-04-27 09:33:23","0","102937","2013-10-20 07:55:09"
"4378","subclasses","subclass","2013-10-20 23:31:43","102937","54","2017-03-10 14:24:36","0","102937","2013-10-20 23:31:50"
"4379","decimals","decimal","2013-10-21 11:03:50","240646","142","2017-06-07 21:17:35","0","246246","2013-10-26 15:28:31"
"4380","pcl","printer-control-language","2013-10-21 17:50:12","102937","423","2017-06-09 14:14:37","0","102937","2013-10-21 17:50:16"
"4381","gtalk","google-talk","2013-10-21 22:49:20","246246","22","2016-09-17 13:38:08","0","246246","2013-10-21 22:49:20"
"4382","gof","design-patterns","2013-10-22 13:52:59","256196","22","2017-03-22 06:49:34","4","-1","2014-04-10 04:57:22"
"4383","left-outer-join","left-join","2013-10-22 14:27:42","256196","7","2017-01-31 15:52:27","0","426671","2014-10-10 11:52:09"
"4384","timestamps","timestamp","2013-10-24 00:38:42","15168","58","2017-05-30 15:09:32","0","246246","2013-10-26 15:28:06"
"4385","temporary-tables","temp-tables","2013-10-24 03:46:17","246246","7","2017-02-14 10:41:04","0","246246","2013-10-24 03:46:17"
"4386","stripping","strip","2013-10-24 16:02:18","2555451","0","","1","",""
"4387","reorder","order","2013-10-24 21:46:00","2555451","125","2017-05-11 14:58:04","4","-1","2014-05-19 11:32:09"
"4388","reordering","order","2013-10-24 21:46:15","2555451","46","2017-03-09 04:35:47","4","-1","2014-05-19 11:32:08"
"4389","ordering","order","2013-10-24 21:46:21","2555451","326","2017-06-07 11:40:52","4","-1","2014-05-19 11:32:06"
"4390","facebook-opengraph","opengraph","2013-10-25 13:15:34","1515819","0","","0","",""
"4391","raven","ravendb","2013-10-25 14:11:12","135701","0","","0","",""
"4392","require.js","requirejs","2013-10-26 15:26:57","246246","75","2017-05-17 19:55:08","0","246246","2013-10-26 15:26:57"
